Person ID,Message,Sentiment
184," Does anyone at CreditOneBank speak clear English, or have the ability to cancel my card online?",Negative
185," Hi, I've been trying to get ahold of some who can expedite making my funds available by August 2, 2019",Neutral
186," I have called Customer Service 6x now and requested someone on the USA side. Each time, I get a line of BS stating they cannot transfer me. I cannot understand much of their poor English skills and refuse to struggle to do so. Just cancel my card...I’ll find Customer Service that I can understand. Carl Bowen",Negative
187, I made a payment on 7/31. The money is already subtract from my bank account. I just really need my credit balance to be available by tomorrow,Neutral
188, I'm done with this pathetic excuse for customer service,Negative
189," Hi, with the recent data breach happened for many credit one customers. I would like to know as a customer what are the measurements to take care of stolen customer data and how you are going to compensate customers",Neutral
190, @CreditOneBank my payment is due tomorrow so I logged on to make the payment. Am I going to now get a late fee because of this bank account verification that is required,Neutral
191, is my number - Carl Bowen is my name. I will NOT be calling the Customer Service number again as it is only a lot of thickly accented Indians I cannot understand . Just cancel and we’re done,Negative
192, screen shotted this request as well,Neutral
193, I entered my email address wrong and I cant get my account set up online,Neutral
194, Is there any way to pay they service fee and have my full funds by Friday night,Neutral
195," We don't have #flatkyle with us, but still reppin @CGRnascar @KyleLarsonRacin and @CreditOneBank while vacationing in Tahoe",Positive
196, The best part of the chicken! #TeamWings is my pick in Round 2 @CreditOneBank #SnackBracket !,Positive
197, how do I figure out what collection agencies you sold my bad debts to>,Neutral
198, Play Ball! What better way to get this game started than with the @CreditOneBank Oakland A's Trivia Question of the,Positive
199, @AviatorsLV @CreditOneBank B,Neutral
200, Not sure why I try to make a payment and it asks me to contact customer service,Neutral
201, @AviatorsLV @CreditOneBank Seth Brown and it includes the year he should have been the MVP of the Cal League.,Neutral
202, Nm. Apparently there's a 30 day limit on how many payments you can make. That's ridiculous,Negative
203, I canceled my card today and the agent didn't try to keep me as a customer,Neutral
204, Hi! I had a small problem with my bank account and I just got it resolved but my bill was due on the 26th and I won't be getting paid until next week on 8/9/2019. Can I make that arrangement from here?,Neutral
205," Hello, I'm trying to reach an online customer service rep about my account",Neutral
206," Is there a secure ""chat"" function available on the website?",Neutral
207, Can the credit card be used outside of the United States?,Neutral
208, Exactly how can u get a real person on the phone. . . IF I DON't HAVE MY CARD I CANT ENTER THE NUMBER. . . someone is a real genius for this structure!!!!!,Negative
209, @CreditOneBank y'all really make me sick. System update on the 1st of the month? Tried to make my payment on the app and on website yesterday and couldn't get it thru. Damn crooks. Called and made my payment today over the phone . . . y' all don' t send out any notifications or nothin,Negative
210, Can you help?,Neutral
211, Hello. I wanted to see if there was anyway to get my annual fee waived,Neutral
212," Hello, so what's the deal? I was told over the phone that there was a system update? She didn't seem very convincing. I've never had an issue making a payment, my bank account has been in the system since day 1. Now all of a sudden your app doesn't work, website doesn't work, and I call in and have to use a debt card. She said she waved my late payment but I'm very unsatisfied with this. So first off what's up with the app?",Negative
213, was my reference number for my call,Neutral
214, I want to speak to a human!,Negative
215," Either way, it's still ridiculous to limit the number of electronic payments you can make.",Negative
216," @CreditOneBank Is there a way to check, if my credit card has been mailed?",Neutral
217," I just sent a payment out, through balance transfer, to account ending in. You should receive the 48.00 payment by 20190817. I do apologize for any inconvenience . Thank you for your assistance in these matters. The payment, will come from my Capital One account.",Positive
218," Hey you want to go viral? You should quote my tweet and put a fake low credit score and say ""Good Luck""",Neutral
219, Obviously ive calmed down about the situation. Easy promo for ya,Neutral
220, @CreditOneBank @CGRTeams wow! sure makes my garage look puny. what happen to the #78 team's stuff?,Neutral
221, @CreditOneBank @CGRTeams if kyle would quit wrecking cars and Kurt would stay away from stenhouse. you would need such a large shop. EEEEYah!!,Neutral
222, How do I get a credit increase? Should I call? Thanks,Neutral
223, Hey have a few questions about my account not sure if you can help. Its about an overpayment. Seen some numbers but no email on site?,Neutral
224, Sending in regards to my tweet. I went to make my minimum payment and was notified that I have to authorize my bank account. Is this going to make my payment late?,Neutral
225, Hi! I closed and paid off this account in February. My credit report shows a balance and 2 late payments. Why? I tried to login to my account but its closed. Please give me a phone number to call. Thank you!,Neutral
226, Hi I have a question about my account.,Neutral
227, You guys closed on the weekends?,Neutral
228," DO NOT get a credit card from @CreditOneBank ever! They charge for everything they possibly can. Got a $35 late charge for paying after 5 pm on my due date (a Sunday, btw). They even charge fees for balance increases FFS! #Vultures #CreditOneSucks The 1% keeps preying on 99%",Negative
229," Hi, none of this math makes any sense and I can't find a way to email or message through the app.",Negative
230, https://twitter,Neutral
231," I checked my account as promised today and i couldn't believe you still haven't corrected your error, and after ive been writing to you several times this month reminding you of the ultimatum i gave you should you not completely honor your end of our deal ( this being the fourth time we've negotiated) and correct the balance owed per our agreement by my next payment due date i would not negotiate nor contact you ever again because of how pathetic this has become that you continue to fail to honor your end, again this being 4, my next payment is due on the 5th which is in two days, when I checked my account today as promised amd seen that you still hadn't corrected your error I was so pissed I called thinking maybe I talk to the manager in hopes to get something, anything accomplished being since negotiating nothing has been in spite my numerous attempts throughout the month, needless to say I got nowhere because of my hearing loss, all i could think of was to bring whomever was on the end which should of been the manager being after briefly explaining why i had to speek to the mamager i was quickly transferred( at 1t least I think I was) any i brought whomever up to date on the issue and said that ill check my account again on the 5th and that will be the final time no ifs ands or buts please have your error corrected, whay tje hell are you people thinking, it's not that big of deal, I’ve broken my promise more than once even twice for that",Negative
232,Hey have a few questions about my account not sure if you can help. Its about an overpayment. Seen some numbers but no email on site?,Neutral
233,Sending in regards to my tweet. I went to make my minimum payment and was notified that I have to authorize my bank account. Is this going to make my payment late?,Neutral
234,Hi! I closed and paid off this account in February. My credit report shows a balance and 2 late payments. Why? I tried to login to my account but its closed. Please give me a phone number to call. Thank you!,Neutral
235,Hi I have a question about my account. You guys closed on the weekends?,Neutral
236,"DO NOT get a credit card from @CreditOneBank ever! They charge for everything they possibly can. Got a $35 late charge for paying after 5 pm on my due date (a Sunday, btw). They even charge fees for balance increases FFS ! #Vultures #CreditOneSucks The 1% keeps preying on 99%",Negative
237,"Hi, none of this math makes any sense and I can't find a way to email or message through the app.",Negative
238,"I checked my account as promised today a d i could n't believe you still haven't corrected your error, and after ive been writing to you several times this month reminding you of the ultimatum i gave you should you not completely honor your end of our deal (this being the fourth time we've negotiated) and correct the balance owed per our agreement by my next payment due date i would not negotiate nor contact you ever again because of how pathetic this has become that you continue to fail to honor your end, again this being 4, my next payment is due on the 5th which is in two days, when I checked my account today as promised amd seen that you still had n't corrected your error I was so pissed I called thinking maybe I talk to the manager in hopes to get something, anything accomplished being since negotiating nothing has been in spite my numerous attempts throughout the month, needless to say I got nowhere because of my hearing loss, all i could think of was to bring whomever was on the end which should of been the manager being after briefly explaining why i had to speek to the mamager i was quickly transferred( at lt least I think I was) any i brought whomever up to date on the issue and said that ill check my account again on the 5th and that will be the final time no ifs ands or buts lease have your error corrected, whay tje hell are you people thinking, it's not that big of deal, I've broken my promise more than once even twice for that matter and damn you I should n't have had to make a promise to begin with, a rep from your office replied to my last message asking that i leave my phone # of my account so he can check into this further, Eduardo was his name, I'm hoping he wasn't referring to calling me because thats not gonna get us any further than we now, anyway it's untill the 5th people, I won't break my promise even if I want to, i gotta hold on to some respect for myself and that ill be damned if you completely take from me, till the 5th people.",Negative
239,"Since my message to you yesterday I've gained yet another issue, my new issue is, a couple days ago while attempting to login you kept denieing my access saying you don't recognize my password, I been using that password since I opened my account a couple year or so ago and have never had to change it ever, knowing what you've been putting me through with my existing issue and that fact that its",Negative
240,"It's usually an exciting finish at The Glen. Rick Allen and Steve Letarte get ready for a good race at Watkins Glen with the Credit One Day To Go, presented by @CreditOneBank!",Positive
241,"Thanks Eduardo but I live in the UK and won't be paying for an international call in a time zone that I don't want to be awake for. Is there an email address I can forward these emails to so you are aware of the problem? Do you offer customer service via Twitter?
",Neutral
242,Please help!!! My card was fraudulently used this week. I have requested help but the charges are still on my account and now I have a balance of 286! I don't know what 's going on.,Negative
243,"I'm going to write you on Monday, if I don 't get a response, I'll be filing a complaint.",Negative
244,@NASCARonNBC @CreditOneBank Did they turn right? Hello?????,Neutral
245,@NASCARonNBC @CreditOneBank It's even better when you mute the broadcast team I still don 't have access to my account,Negative
246,"I just spoke to someone to unlock my account, how long does it normally take",Neutral
247,@NASCARonNBC @CreditOneBank Who decided to use the same lame segment about the bus stop and the brownies for two days in a row?,Negative
248,"@NASCARonNBC @CreditOneBank My grandmother 's family name was Letarte. She used to say it was French for """"the whore"""" & lau . She had such a wicked sense of humor. WHITE FLAG! One to go sponsored by @Cred1tOneBank! #GoBowlingAtTheGlen",Neutral
249,@NASCARonNBC @CreditOneBank Please get new guys in the booth next year.,Negative
250,"Wow, you guys are on unbelievable, as you can see my last message wasn't completed, I had to leave to take care of other things that matter, as i was saying or trying to but keep getting cut off, now i can't login to my account, you had no reason to denie me access, as I said earlier I've had the exact same UN and PW for better than two yrs now and and now that we're at a very crucial point on getting my account back on track all of the sudden you get stuck on stipid and don't recognize my PW, being that you fucked up what you have cried and bugged the shit out of me for not once but this is the 4th time, so you not recognizing my PW actually started to make a little sence, pluss the fact that im so sick and tired of arguing with you for one thing or another over the past couple yrs that I literally believed you lost sleep at night thinking of how your gonna piss me off next, well it worked as always but what the hell, I decided to just fart and get over it and changed my PW, got a pop up saying it was successful and to login, but you never unst ck yourself from stupid because you don't recognize the new PW either, fart go back change it again but being stuck on stupid must be contagious at your office cuz the damn computer's stuck on it and no matter how many times or PW's I enter every time i click submit it does nothimg, it just sits there, stuck on stupid, and whats so much worse is im still there like the biggest asshole on earth trying to fix this, writimg to you over and over for all fucken 4 times now how pathetic do I gotta be, well im done, no more, tomorrow is your deadline, so not only do you need to correct those errors, but when i attempt to login to my account to see if you did, I better be able to do so with the same UN and PW I've used for the past 2 yrs, you have till tomorrow the 5th at 12:00pm or ill make every promise ive made to you, its up to you now, im done, wanna try me again, here's one final promise, you'll loose this time, I promise.",Negative
251,what is the number for a customer representative? Can you help?,Neutral
252,I'm very upset with Credit One's customer service and with the fact that I still have a $200 pending charge on my account after Budget rent a car tried to work with your company to get it resolved over the phone! Tour reps told me it would be available Friday 8/2 and I'm still waiting!,Negative
253,Hey have a few questions about my account not sure if you can help. Its about an overpayment. Seen some numbers but no email on site?,Neutral
254,Sending in regards to my tweet. I went to make my minimum payment and was notified that I have to authorize my bank account. Is this going to make my payment late?,Neutral
255,Hi! I closed and paid off this account in February. My credit report shows a balance and 2 late payments. Why? I tried to login to my account but its closed. Please give me a phone number to call. Thank you!,Neutral
256,Hi I have a question about my account. You guys closed on the weekends?,Neutral
257,"DO NOT get a credit card from @CreditOneBank ever! They charge for everything they possibly can. Got a $35 late charge for paying after 5 pm on my due date (a Sunday, btw). They even charge fees for balance increases FFS ! #Vultures #CreditOneSucks The 1% keeps preying on 99%",Negative
258,"Hi, none of this math makes any sense and I can't find a way to email or message through the app.",Neutral
259,"I checked my account as promised today a d i could n't believe you still haven't corrected your error, and after ive been writing to you several times this month reminding you of the ultimatum i gave you should you not completely honor your end of our deal (this being the fourth time we've negotiated) and correct the balance owed per our agreement by my next payment due date i would not negotiate nor contact you ever again because of how pathetic this has become that you continue to fail to honor your end, again this being 4, my next payment is due on the 5th which is in two days, when I checked my account today as promised amd seen that you still had n't corrected your error I was so pissed I called thinking maybe I talk to the manager in hopes to get something, anything accomplished being since negotiating nothing has been in spite my numerous attempts throughout the month, needless to say I got nowhere because of my hearing loss, all i could think of was to bring whomever was on the end which should of been the manager being after briefly explaining why i had to speek to the mamager i was quickly transferred( at lt least I think I was) any i brought whomever up to date on the issue and said that ill check my account again on the 5th and that will be the final time no ifs ands or buts lease have your error corrected, whay tje hell are you people thinking, it's not that big of deal, I've broken my promise more than once even twice for that matter and damn you I should n't have had to make a promise to begin with, a rep from your office replied to my last message asking that i leave my phone # of my account so he can check into this further, Eduardo was his name, I'm hoping he wasn't referring to calling me because thats not gonna get us any further than we now, anyway it's untill the 5th people, I won't break my promise even if I want to, i gotta hold on to some respect for myself and that ill be damned if you completely take from me, till the 5th people.",Negative
260,"Since my message to you yesterday I've gained yet another issue, my new issue is, a couple days ago while attempting to login you kept denieing my access saying you don't recognize my password, I been using that password since I opened my account a couple year or so ago and have never had to change it ever, knowing what you've been putting me through with my existing issue and that fact that its",Negative
261,"It's usually an exciting finish at The Glen. Rick Allen and Steve Letarte get ready for a good race at Watkins Glen with the Credit One Day To Go, presented by @CreditOneBank!",Positive
262,"Thanks Eduardo but I live in the UK and won't be paying for an international call in a time zone that I don't want to be awake for. Is there an email address I can forward these emails to so you are aware of the problem? Do you offer customer service via Twitter?
",Neutral
263,Please help!!! My card was fraudulently used this week. I have requested help but the charges are still on my account and now I have a balance of 286! I don't know what 's going on.,Negative
264,"I'm going to write you on Monday, if I don 't get a response, I'll be filing a complaint.",Negative
265,@NASCARonNBC @CreditOneBank Did they turn right? Hello?????,Neutral
266,@NASCARonNBC @CreditOneBank It's even better when you mute the broadcast team I still don 't have access to my account,Negative
267,"I just spoke to someone to unlock my account, how long does it normally take",Neutral
268,@NASCARonNBC @CreditOneBank Who decided to use the same lame segment about the bus stop and the brownies for two days in a row?,Negative
269,"@NASCARonNBC @CreditOneBank My grandmother 's family name was Letarte. She used to say it was French for """"the whore"""" & lau . She had such a wicked sense of humor. WHITE FLAG! One to go sponsored by @Cred1tOneBank! #GoBowlingAtTheGlen",Neutral
270,@NASCARonNBC @CreditOneBank Please get new guys in the booth next year.,Negative
271,"Wow, you guys are on unbelievable, as you can see my last message wasn't completed, I had to leave to take care of other things that matter, as i was saying or trying to but keep getting cut off, now i can't login to my account, you had no reason to denie me access, as I said earlier I've had the exact same UN and PW for better than two yrs now and and now that we're at a very crucial point on getting my account back on track all of the sudden you get stuck on stipid and don't recognize my PW, being that you fucked up what you have cried and bugged the shit out of me for not once but this is the 4th time, so you not recognizing my PW actually started to make a little sence, pluss the fact that im so sick and tired of arguing with you for one thing or another over the past couple yrs that I literally believed you lost sleep at night thinking of how your gonna piss me off next, well it worked as always but what the hell, I decided to just fart and get over it and changed my PW, got a pop up saying it was successful and to login, but you never unst ck yourself from stupid because you don't recognize the new PW either, fart go back change it again but being stuck on stupid must be contagious at your office cuz the damn computer's stuck on it and no matter how many times or PW's I enter every time i click submit it does nothimg, it just sits there, stuck on stupid, and whats so much worse is im still there like the biggest asshole on earth trying to fix this, writimg to you over and over for all fucken 4 times now how pathetic do I gotta be, well im done, no more, tomorrow is your deadline, so not only do you need to correct those errors, but when i attempt to login to my account to see if you did, I better be able to do so with the same UN and PW I've used for the past 2 yrs, you have till tomorrow the 5th at 12:00pm or ill make every promise ive made to you, its up to you now, im done, wanna try me again, here's one final promise, you'll loose this time, I promise.",Negative
272,what is the number for a customer representative? Can you help?,Neutral
273,I'm very upset with Credit One's customer service and with the fact that I still have a $200 pending charge on my account after Budget rent a car tried to work with your company to get it resolved over the phone! Tour reps told me it would be available Friday 8/2 and I'm still waiting!,Negative
274,Thank you so much!! You have a wonderful day…..,Neutral
275,Best Customer service I ever experienced,Positive
276,I am having trouble to get to customer service…this sucks,Negative
277,"It’s real messed up I'm being double charged 75 right now, I'm out of town with no money thanks to yall",Negative
278,"Gerri LewisYip 10:34 AM (1 minute ago) to support, account, support We have not communicated via email since this date. Dune 26! My phone is not working and I've been really tied up with family problems. But I find that my PayPal subscriptions are on my card here even though I have not made this my preference. This must stop immediately (9629)!",Negative
279,Norton is taking advantage to take $97.19 that they have no right to. I actually have no account with them and the service is free/complimentary to Comcast customers. They did this double-dipping last year but I have not used their service since more than a year ago. How do I absolutely refuse this charge?,Negative
280,Is Credit Protect YOUR charge? This is still not cancelled. Why?,Neutral
281,Yes.@McDonaldsCorp @CocaCola @,Neutral
282,"Wide open all the way around this two mile racetrack. Marty Snider, Steve Letarte, and Dale larrett get you ready for racing at Michigan with the Credit One Day To Go, presented by @CreditOneBank! https://twitter.",Neutral
283,@NASCARonNBC @CreditOneBank The way it SHOULDN'T be.,Negative
284,@NASCARonNBC @CreditOneBank @NASCARonNBC @CreditOneBank things are heating up with only a few weeks left in the regular season and the round begin.',Neutral
285,Hello Please what’s the meaning of cash Advance,Neutral
286,I have this credit one credit card . My limit is 300$ and the said I have a cash advance of 75$,Neutral
287,I activated the card yesterday and I’m seeing this https://twitter.com/messages/medi,Neutral
288,Hello,Neutral
289,@NASCARonNBC @CreditOneBank Direct tv blocked my nbc program along with cbs n abc,Neutral
290,@NASCARonNBC @CreditOneBank That-’s exactly how it shouldn-’t be! Disgusting what is happening to this amazing sport. Hope the higher ups are proud of the mockery they are making of NASCAR.,Negative
291,@NASCARonNBC @CreditOneBank Way to eliminate any skill required @NASCAR with training wheels,Negative
292,"A customer service representative told me I needed to email documents to customer service, what is the credit one email address?",Neutral
293,@CreditOneBank A customer service representative told me to email customer service. But I dont see an email address anywhere on the website,Neutral
294,@CreditOneBank can someone help me,Neutral
295,@NASCARonNBC @CreditOneBank Race real stock cars,Neutral
296,@NASCARonNBC @CreditOneBank And now with Pll throwing any chance of off throttle time out the window. They've turned it into Daytona and Talladega except that they can't draft enough to pass.,Negative
297,"@CreditOneBank hi!! Is this my new credit card in the mail or not?? I applied last week and my application was approved and it was mailed out yesterday, but I don’t know if this is my new card or not... https://twitter.com/alwaysaiileen/status",Neutral
298,hey you mother fuckers. STOP SENDING ME SHIT IN THE MAIL YOU MOTHER FUCKER do you need my address you mother fucker?,Negative
299,i’m not entering my social to opt out you mother fucker.?my name and address is. do not mail me anymore or i swear to fucking god i will find you you mother fucker,Negative
300,"@NASCARonNBC @CreditOneBank Racing at Michigan is terrible. It has to be the least exciting of any racetrack. Although I’m guessing Chicago,, California and Kansas are just as bad. Attending this race was a snooze fest.",Negative
301,@NASCARonNBC @CreditOneBank We're about to see who is the best at steering. Yay,Neutral
302,"@NASCARonNBC @CreditOneBank Exactly why I dont watch anymore. I used to watch every week & have been to multiple races, but its garbage now. The caution laps are basically just time for Fox or NBC to show 50 commercials. A ""debris"" caution shouldn't be 12 laps.",Negative
303,"Independent Wrestling Organization live pro wrestling events! Hi My name is is Brian I am Administrative Assistant for Independent Wrestling Organization, we are looking for people that can help us get our product name out int he business world and that can also help us get in touch with potential investors that would be interested in helping our company grow as well. We also are available for sponsorship to bring our events to any area we have those packages available if you or someone you may know would like to sponsor a show. We bring the entire event to your location. Full details available as well if interested. If you are interested in sponsoring our show we bring the entire event to your location. We have full details available if this can be set up, best way to contact is sending us a message via email, for when we can set up a time meeting on the phone. We are only looking for serious inquiries only. So if this is something you can not help with we apologize for bothering you. Please contact me asap, we are ready to make 2019 a success hope to here from you soon. Thank You Brian Turner",Neutral
304,Great run @KyleLarsonRacin on that last stage @MISpeedway for top 3 #Yes Good points day and Got some breathing room now before we get to @BMSupdates nite race.#ItsBristolBaby @McDonaldsCorp @CocaCola @CreditOneBank @CGRTeams https://twitter.com/lohnnymil,Positive
305,"@CreditOneBank and when I called them they refuse to send me an affidavit, they are thieves beware",Negative
306,"@CreditOneBank I think your company is good for giving people 2nd chance for credit, get to great and work with budget software©",Positive
307,Hi I'm currently traveling in europe but having trouble accessing my account online?The website doesn't seem to work properly.?In order to make payments on time I need to be able to access my account online. Can you help?,Neutral
308,"Hi, I need assistance with my account and I'm not able to make a phone call. Can you help?",Neutral
309,I’m not sure this is the right place to ask this but I’ve had no luck anywhere else. I made a $50 payment on my account that never reflected on the balance and I don’t understand why.,Negative
310,https://twitter.com/messages/med That’s just today and I have 20 more from yesterday I do believe this is HARASSMENT. I did contact the Attorney General on this,Negative
311,"Hello! i applied for your credit card and i’ve never used and now i have to pay a bill that come thru my house by email. and so my mom, she doesn’t have the card or applied for your card and she has to pay a bill of 145 dollars",Negative
